facility_code,facility_name,admin1,admin2,facility_type,latitude,longitude,catchment_population,catchment_category
101271-5,GUNYODA,Manyara,Mbulu,Dispensary,-3.78456,35.4861,5964,High
110762-2,ST. MARY OF FATIMA,Manyara,Mbulu,Dispensary,-3.73806,35.55654,5144,Moderate
102193-0,KAINAM,Manyara,Mbulu,Health Center,-3.91903,35.58611,17921,Very High
101350-7,ZACI,Manyara,Mbulu,Dispensary,-3.855185,35.543867,1002,Very Low
122494-8,MAHHERI,Manyara,Mbulu,Dispensary,-3.58551,35.31521,3978,Moderate
122513-5,SILALODA,Manyara,Mbulu,Dispensary,-3.84747,35.46858,7565,High
107888-0,TSAWA,Manyara,Mbulu,Dispensary,-3.82175,35.62888,7509,High
107839-3,TLAWI,Manyara,Mbulu,Health Center,-3.92112,35.4764,8177,High
122511-9,AICHO,Manyara,Mbulu,Dispensary,-3.70513,35.53367,3794,Low
121471-7,ADONAI,Manyara,Mbulu,Health Laboratory,-3.85521,35.54817,4872,Moderate
123703-1,KIVULINI HEALTH,Manyara,Mbulu,Health Laboratory,-3.52111,35.32461,726,Very Low
121305-7,ENDAGIKOT,Manyara,Mbulu,Dispensary,-3.51481,35.31292,2346,Low
111321-6,MBULU,Manyara,Mbulu,Hospital,-3.860454,35.543917,11585,Very High
105885-8,MWAMISHALI,Simiyu,Meatu,Dispensary,-3.53198,34.25078,7158,High
104949-3,MINYANDA,Simiyu,Meatu,Dispensary,-3.46549,34.14326,4417,Moderate
105913-8,MWANDOYA,Simiyu,Meatu,Health Center,-3.21996,34.21045,16339,Very High
105781-9,MWABAGIMU,Simiyu,Meatu,Dispensary,-3.83862,34.64371,5279,Moderate
100521-4,BUKUNDI,Simiyu,Meatu,Health Center,-3.90207,34.52032,4809,Moderate
103090-7,KISESA,Simiyu,Meatu,Dispensary,-3.02184,34.13833,8343,High
115153-9,MALWILO MNADANI,Simiyu,Meatu,Dispensary,-3.15818,34.32091,11760,Very High
103580-7,LONGALONIGA,Simiyu,Meatu,Dispensary,-3.1115,34.38,9695,Very High
105813-0,MWAGENI,Simiyu,Meatu,Dispensary,-3.44647,34.14003,3344,Low
100257-5,NEW STAND BAKWATA,Simiyu,Meatu,Dispensary,-3.89708,34.52769,5357,Moderate
101892-8,ISEBANDA,Simiyu,Meatu,Dispensary,-3.60403,34.11758,3160,Low
100551-1,BULYASHI,Simiyu,Meatu,Dispensary,-3.59987,34.19508,6184,High
105799-1,MWABUSALU,Simiyu,Meatu,Dispensary,-3.19617,34.12534,10591,Very High
104649-9,MBUGAYABAHYA,Simiyu,Meatu,Dispensary,-3.35522,34.25908,7310,High
106378-3,NG'HOBOKO,Simiyu,Meatu,Dispensary,-3.5497,34.15466,7210,High
101988-4,ITINJE,Simiyu,Meatu,Dispensary,-3.4187,34.11671,3932,Moderate
121458-4,MWANYAHINA,Simiyu,Meatu,Dispensary,-3.47582,34.29109,7427,High
107068-9,RC MISSION,Simiyu,Meatu,Dispensary,-3.52659,34.31254,6404,High
105970-8,MWASHATA,Simiyu,Meatu,Dispensary,-3.01247,34.31419,5444,Moderate
109823-5,MWANDUKISESA,Simiyu,Meatu,Dispensary,-3.11195,34.15656,6861,High
113101-0,KIRIGA,Simiyu,Meatu,Health Laboratory,-3.5225,34.3075,2112,Very Low
109687-4,MWAGAYI,Simiyu,Meatu,Dispensary,-3.36092,34.15092,6430,High
105877-5,MWAMBITI,Simiyu,Meatu,Dispensary,-3.61038,34.2822,4787,Moderate
105780-1,MWABAGALU,Simiyu,Meatu,Dispensary,-3.64082,34.34137,2519,Low
103534-4,LINGEKA,Simiyu,Meatu,Dispensary,-3.09667,34.30542,6450,High
105798-3,MWABUMA,Simiyu,Meatu,Dispensary,-3.01488,34.23832,12461,Very High
108878-0,MWAMANIMBA,Simiyu,Meatu,Dispensary,-3.75791,34.35081,2112,Very Low
105932-8,MWANGIKULU,Simiyu,Meatu,Dispensary,-3.93639,34.25771,2981,Low
105876-7,MWAMBEGWA,Simiyu,Meatu,Dispensary,-3.49793,34.34691,12127,Very High
102085-8,JINAMO,Simiyu,Meatu,Dispensary,-3.73179,34.5243,4120,Moderate
106531-7,NKOMA,Simiyu,Meatu,Dispensary,-3.5751,34.38322,6518,High
107361-8,SEMU,Simiyu,Meatu,Dispensary,-3.46593,34.23193,4923,Moderate
109780-7,MWAKALUBA,Simiyu,Meatu,Dispensary,-3.14136,34.24409,11665,Very High
123606-6,PORI LA AKIBA MASWA,Simiyu,Meatu,Dispensary,-3.20807,34.42691,1371,Very Low
105914-6,MWANDU ITINJE,Simiyu,Meatu,Dispensary,-3.26697,34.133,12206,Very High
109329-3,BUTULI,Simiyu,Meatu,Dispensary,-3.19509,34.42747,3660,Low
100715-2,CHAMBALA,Simiyu,Meatu,Dispensary,-3.82508,34.41454,5197,Moderate
106953-3,PAJI,Simiyu,Meatu,Dispensary,-3.53835,34.44856,6288,High
105857-7,MWAMALOLE,Simiyu,Meatu,Dispensary,-3.88939,34.29227,3432,Low
105832-0,MWAKIPOPO,Simiyu,Meatu,Dispensary,-3.79049,34.30968,2410,Low
109821-9,MWAMATIGA,Simiyu,Meatu,Dispensary,-3.71114,34.30979,1875,Very Low
105934-4,MWANGUDO,Simiyu,Meatu,Dispensary,-3.51463,34.49156,10224,Very High
102142-7,KABONDO,Simiyu,Meatu,Dispensary,-3.5957,34.07744,4521,Moderate
109778-1,MWAUKOLI,Simiyu,Meatu,Dispensary,-3.0489,34.17147,6371,High
123673-6,KIRIGA,Simiyu,Meatu,Health Laboratory,-3.53233,34.30794,8699,High
105808-0,MWAFUGUJI,Simiyu,Meatu,Dispensary,-3.51688,34.08595,4175,Moderate
104709-1,MEATU,Simiyu,Meatu,Hospital,-3.51901,34.30824,4614,Moderate
108879-8,MSHIKAMANO BAKWATA,Simiyu,Meatu,Dispensary,-3.52855,34.30997,2096,Very Low
105796-7,MWABULUTAGU,Simiyu,Meatu,Dispensary,-3.03271,34.36122,9609,Very High
106794-1,NYANZA,Simiyu,Meatu,Dispensary,-3.26855,34.28753,8091,High
107237-0,SAKASAKA,Simiyu,Meatu,Dispensary,-3.17038,34.37833,8926,High
105941-9,MWANJORO,Simiyu,Meatu,Dispensary,-3.71561,34.42622,3650,Low
101899-3,ISENGWA,Simiyu,Meatu,Dispensary,-3.46372,34.20035,5075,Moderate
100268-2,MAGANZO,Simiyu,Meatu,Health Center,-3.52553,34.30688,4288,Moderate
105800-7,MWABUZO,Simiyu,Meatu,Dispensary,-3.83597,34.17188,4683,Moderate
105785-0,MWABALEBI,Simiyu,Meatu,Dispensary,-3.83692,34.25598,1780,Very Low
104555-8,MBALAGANE,Simiyu,Meatu,Dispensary,-3.37694,34.18567,6352,High
114853-5,MWANDOYA BAKWATA,Simiyu,Meatu,Dispensary,-3.26733,34.20844,6188,High
107670-2,SUNGU,Simiyu,Meatu,Dispensary,-3.52561,34.62074,8413,High
101786-2,IMALASEKO,Simiyu,Meatu,Dispensary,-3.7226,34.09857,5327,Moderate
108881-4,MWAMANONI,Simiyu,Meatu,Dispensary,-3.84883,34.2068,2016,Very Low
111199-6,MAKAO,Simiyu,Meatu,Dispensary,-3.38616,34.82496,2290,Low
109340-0,IRAMBANDOGO,Simiyu,Meatu,Health Center,-3.53685,34.52528,4153,Moderate
103611-0,LUBIGA,Simiyu,Meatu,Dispensary,-3.30085,34.21466,8354,High
122866-7,ITABA,Simiyu,Meatu,Dispensary,-3.64422,34.41391,4094,Moderate
104661-4,MBUSHI,Simiyu,Meatu,Dispensary,-3.62035,34.51393,4636,Moderate
105862-7,MWAMANONGU,Simiyu,Meatu,Dispensary,-3.72444,34.25913,5432,Moderate
123687-6,MWAUKOLI,Simiyu,Meatu,Health Laboratory,-3.04682,34.16947,5107,Moderate
102556-8,KIA,Arusha,Arumeru,Dispensary,-3.37403,36.78446,4381,Moderate
106462-5,NGYANI,Arusha,Arumeru,Dispensary,-3.33122,36.83068,4482,Moderate
106413-8,NGONGONGARE,Arusha,Arumeru,Dispensary,-3.317932,36.882449,10392,Very High
107343-6,SEELA,Arusha,Arumeru,Dispensary,-3.32961,36.78751,4110,Moderate
106356-9,NGARENANYUKI,Arusha,Arumeru,Health Center,-3.150559,36.865657,9523,Very High
107935-9,TUMAINI,Arusha,Arumeru,Dispensary,-3.369636,37.062635,9052,Very High
103167-3,KITEFU,Arusha,Arumeru,Dispensary,-3.3942,36.8995,4196,Moderate
121320-6,AFRICA AMINI,Arusha,Arumeru,Clinic,-3.21182,36.85576,3403,Low
111633-4,MOUNT MERU HOPE,Arusha,Arumeru,Dispensary,-3.33841,36.77273,2028,Very Low
106525-9,NKOANEKOLI,Arusha,Arumeru,Dispensary,-3.33622,36.8505,4811,Moderate
123095-2,SAMVAI MEDICARE,Arusha,Arumeru,Dispensary,-3.39303,36.93563,3933,Moderate
112488-2,MAETU,Arusha,Arumeru,Dispensary,-3.36525,36.91201,3004,Low
109680-9,NEW LIFE,Arusha,Arumeru,Dispensary,-3.370249,36.88782,2775,Low
124021-7,MALULA,Arusha,Arumeru,Clinic,-3.38168,37.02326,2549,Low
100184-1,MERU,Arusha,Arumeru,Hospital,-3.3706,36.786839,7719,High
107258-6,SAMARIA,Arusha,Arumeru,Dispensary,-3.433471,36.974467,5952,High
104103-7,MAKIBA,Arusha,Arumeru,Health Center,-3.509728,36.960477,10817,Very High
104882-6,MIKUNGANI,Arusha,Arumeru,Dispensary,-3.56084,36.94349,9607,Very High
107239-6,SAKILA,Arusha,Arumeru,Dispensary,-3.3426,36.9562,1640,Very Low
105282-8,Momella,Arusha,Arumeru,Health Center,-3.213285,36.861852,2734,Low
107924-3,TUMAINI,Arusha,Arumeru,Health Center,-3.3725,36.81893,3535,Low
104319-9,MAREU,Arusha,Arumeru,Health Center,-3.325495,36.996531,8952,High
114925-1,KIKATITI,Arusha,Arumeru,Dispensary,-3.38548,36.93938,6071,High
113796-7,SONGORO,Arusha,Arumeru,Dispensary,-3.31642,36.81707,3900,Moderate
123638-9,USA OPTICALS,Arusha,Arumeru,Clinic,-3.37322,36.84753,1298,Very Low
102918-0,KIMUNDO,Arusha,Arumeru,Dispensary,-3.35097,36.78181,4522,Moderate
114246-2,KANDASHE,Arusha,Arumeru,Dispensary,-3.20779,36.9366,2951,Low
108443-3,KING'ORI,Arusha,Arumeru,Dispensary,-3.282212,36.97717,8287,High
107683-5,SURA,Arusha,Arumeru,Dispensary,-3.330077,36.799585,2977,Low
104194-6,MALULA,Arusha,Arumeru,Dispensary,-3.37826,37.01786,5093,Moderate
124131-4,VISION,Arusha,Arumeru,Dispensary,-3.37538,36.76402,7002,High
122606-7,FOUNDATION FOR PREVENTATIVE HEALTH,Arusha,Arumeru,Clinic,-3.36389,36.88628,8446,High
103115-2,KISIMIRI CHINI,Arusha,Arumeru,Dispensary,-3.168986,36.818681,4242,Moderate
122183-7,EAGADEN,Arusha,Arumeru,Health Laboratory,-3.39842,36.94852,6535,High
113764-5,COMMUNITY,Arusha,Arumeru,Dispensary,-3.37135,36.848554,2535,Low
107003-6,POLI,Arusha,Arumeru,Health Center,-3.34948,36.79779,6437,High
109749-2,MAISHA HEALTH CARE,Arusha,Arumeru,Dispensary,-3.377921,36.910684,4509,Moderate
113658-9,SAKIM,Arusha,Arumeru,Health Laboratory,-3.37348,36.75667,7156,High
106528-3,NKOARISAMBU,Arusha,Arumeru,Dispensary,-3.337012,36.777663,2393,Low
109775-7,LUMEN CRISTI,Arusha,Arumeru,Dispensary,-3.37332,36.89517,2765,Low
105673-8,MULALA,Arusha,Arumeru,Dispensary,-3.32401,36.82813,2052,Very Low
104228-2,MANDELA,Arusha,Arumeru,Dispensary,-3.400079,36.798478,5392,Moderate
108156-1,USA RIVER,Arusha,Arumeru,Health Center,-3.375364,36.848212,8347,High
120481-7,TICD,Arusha,Arumeru,Dispensary,-3.37907,36.805229,4033,Moderate
103470-1,LEGURUKI LUTHERAN,Arusha,Arumeru,Health Center,-3.25646,36.95171,5750,Moderate
103469-3,LEGURUKI,Arusha,Arumeru,Dispensary,-3.241771,36.924624,8577,High
102855-4,KILINGA,Arusha,Arumeru,Dispensary,-3.31445,36.83598,1924,Very Low
106576-2,NSENGONYI,Arusha,Arumeru,Dispensary,-3.26367,37.0132,10033,Very High
112097-1,AMBRENI,Arusha,Arumeru,Dispensary,-3.36819,36.75618,6119,High
106982-2,PATANDI,Arusha,Arumeru,Dispensary,-3.37307,36.7869,1911,Very Low
112487-4,SOHODE,Arusha,Arumeru,Dispensary,-3.37235,36.88349,5852,Moderate
104353-8,MARORONI,Arusha,Arumeru,Dispensary,-3.43696,36.91021,8299,High
106527-5,NKOARANGA,Arusha,Arumeru,Hospital,-3.33715,36.80775,3020,Low
109814-4,USA RC,Arusha,Arumeru,Health Center,-3.37148,36.85934,8868,High
114856-8,KISIMIRI JUU,Arusha,Arumeru,Dispensary,-3.14946,36.76932,3593,Low
105672-0,MULA,Arusha,Arumeru,Dispensary,-3.345569,36.811011,5024,Moderate
101288-9,NGYEKU,Arusha,Arumeru,Dispensary,-3.34525,36.936794,5886,High
113763-7,MJI MWEMA.,Arusha,Arumeru,Dispensary,-3.37478,36.84988,5216,Moderate
102372-0,KARANGAI,Arusha,Arumeru,Dispensary,-3.47771,36.8687,2418,Low
111270-5,SAKILA INTERNATIONAL,Arusha,Arumeru,Dispensary,-3.35181,36.96474,4518,Moderate
120599-6,ST EBERHARD,Arusha,Arumeru,Dispensary,-3.38429,36.89577,949,Very Low
103350-5,KWA UGORO,Arusha,Arumeru,Dispensary,-3.46567,36.87564,6538,High
104964-2,MIRIRINYI,Arusha,Arumeru,Dispensary,-3.21314,36.91456,2795,Low
106119-1,NAMBALA,Arusha,Arumeru,Dispensary,-3.4008,36.80629,8048,High
102990-9,KIPANDE NKOAVELE,Arusha,Arumeru,Dispensary,-3.336717,36.763612,4929,Moderate
108119-9,UPENDO,Arusha,Arumeru,Dispensary,-3.373487,36.784873,1144,Very Low
104051-8,MAJENGO,Arusha,Arumeru,Dispensary,-3.49409,37.0153,4777,Moderate
107434-3,SHISHTONI,Arusha,Arumeru,Dispensary,-3.21714,36.9618,7234,High
106526-7,NKOANRUA,Arusha,Arumeru,Dispensary,-3.353397,36.768375,9134,Very High
109652-8,TUMAINI UNIVERSITY MAKUMIRA,Arusha,Arumeru,Dispensary,-3.36884,36.82861,4972,Moderate
104651-5,MBUGUNI,Arusha,Arumeru,Health Center,-3.55268,36.91658,13757,Very High
104060-9,MAJI YA CHAI,Arusha,Arumeru,Dispensary,-3.360283,36.916575,4798,Moderate
100522-2,BUKWALI,Kagera,Missenyi,Dispensary,-1.00783,31.75429,2093,Very Low
100629-5,BUYANGO,Kagera,Missenyi,Dispensary,-1.14465,31.64271,12273,Very High
114369-2,PREMIER,Kagera,Missenyi,Health Laboratory,-1.00312,31.41293,3467,Low
121225-7,KASHAMBYA,Kagera,Missenyi,Health Center,-1.27268,31.41364,4182,Moderate
113899-9,NGANDO,Kagera,Missenyi,Dispensary,-1.15494,31.38174,3629,Low
102346-4,KANYIGO,Kagera,Missenyi,Dispensary,-1.07691,31.74676,8022,High
110161-7,MWEMAGE,Kagera,Missenyi,Dispensary,-1.31656,31.39933,13121,Very High
102431-4,KASHENYE,Kagera,Missenyi,Dispensary,-1.00699,31.75645,2582,Low
109969-6,KAGERA SALIENT,Kagera,Missenyi,Dispensary,-1.25211,31.42428,9278,Very High
122397-3,KAKIRI,Kagera,Missenyi,Dispensary,-1.16411,31.27351,313,Very Low
102166-6,KAGERA SUGAR,Kagera,Missenyi,Hospital,-1.21332,31.27517,3258,Low
106782-6,NYANKERE,Kagera,Missenyi,Dispensary,-1.39394,31.37168,9507,Very High
123863-3,UPENDO,Kagera,Missenyi,Health Laboratory,-1.13111,31.24291,4206,Moderate
100439-9,BUGANGO,Kagera,Missenyi,Dispensary,-1.00132,31.01005,8903,High
100436-5,BUGANDIKA,Kagera,Missenyi,Dispensary,-1.25709,31.65784,13507,Very High
105623-3,MUGANA,Kagera,Missenyi,Hospital,-1.21296,31.69542,6734,High
102700-2,KIGARAMA,Kagera,Missenyi,Dispensary,-1.04479,31.75891,3966,Moderate
101911-6,ISHOZI,Kagera,Missenyi,Dispensary,-1.15674,31.76817,7656,High
104953-5,MINZIRO,Kagera,Missenyi,Dispensary,-1.03923,31.54313,10159,Very High
100564-4,BUNAZI,Kagera,Missenyi,Health Center,-1.20995,31.40942,26285,Very High
120500-4,KAIZILEGE,Kagera,Missenyi,Dispensary,-1.26055,31.41081,5171,Moderate
110219-3,KAKUNYU,Kagera,Missenyi,Dispensary,-1.03253,30.93962,4818,Moderate
102425-6,KASHANGA,Kagera,Missenyi,Dispensary,-1.20881,31.70203,5773,Moderate
101200-4,GERA,Kagera,Missenyi,Dispensary,-1.25379,31.75239,9000,High
102850-5,KILIMILILE,Kagera,Missenyi,Dispensary,-1.32541,31.42212,6454,High
100666-7,BYEJU,Kagera,Missenyi,Dispensary,-1.06365,31.368447,12761,Very High
121789-2,KANYIGO,Kagera,Missenyi,Health Center,-1.51111,31.44811,6647,High
103431-3,KYELIMA,Kagera,Missenyi,Dispensary,-1.113624,31.77637,3500,Low
111826-4,KABYAILE,Kagera,Missenyi,Health Center,-1.19067,31.78275,5286,Moderate
100534-7,BULEMBO,Kagera,Missenyi,Dispensary,-1.29541,31.52111,3429,Low
103184-8,KITOBO,Kagera,Missenyi,Dispensary,-1.21613,31.63352,9230,Very High
102794-5,KIKUKWE,Kagera,Missenyi,Dispensary,-1.10889,31.72876,3572,Low
100458-9,BUGORORA,Kagera,Missenyi,Dispensary,-1.2082,31.58522,7008,High
107151-3,LUKUBA,Kagera,Missenyi,Dispensary,-1.00409,31.41635,3916,Moderate
121780-1,MISSENYI,Kagera,Missenyi,Hospital,-1.1632,31.2939,233,Very Low
107189-3,RUZINGA,Kagera,Missenyi,Dispensary,-1.07935,31.66887,2723,Low
103421-4,KYAKA,Kagera,Missenyi,Dispensary,-1.25443,31.42048,4629,Moderate
122396-5,KASHABA,Kagera,Missenyi,Dispensary,-1.15161,31.15491,1381,Very Low
102199-7,ST THERESIA,Kagera,Missenyi,Health Center,-1.24282,31.48279,8321,High
105725-6,MUTUKULA,Kagera,Missenyi,Dispensary,-1.00407,31.4134,1996,Very Low
101537-9,ELCT MISSENYE,Kagera,Missenyi,Dispensary,-1.14421,31.39542,9221,Very High
100421-7,BUBALE,Kagera,Missenyi,Dispensary,-1.15617,31.2339,2473,Low
110207-8,BUCHURAGO,Kagera,Missenyi,Dispensary,-1.32269,31.56656,2057,Very Low
102428-0,KASHASHA,Kagera,Missenyi,Dispensary,-1.22897,31.64319,5525,Moderate
124451-6,MTM,Kagera,Missenyi,Dispensary,-1.18384,31.31234,427,Very Low
102205-2,KAKINDO,Kagera,Missenyi,Dispensary,-1.16542,31.4893,3769,Low
113780-1,ABIGA,Mwanza,Misungwi,Maternity Home,-2.83797,33.0891,11350,Very High
110865-3,Kaseni,Mwanza,Misungwi,Dispensary,-2.66092,32.9848,8390,High
106404-7,NG'OMBE,Mwanza,Misungwi,Dispensary,-2.76876,33.04165,9724,Very High
114115-9,Shilalo,Mwanza,Misungwi,Dispensary,-3.130967,33.054308,5145,Moderate
114542-4,MHUNGWE,Mwanza,Misungwi,Dispensary,-2.89627,33.15279,9385,Very High
104990-7,MITINDO,Mwanza,Misungwi,Health Center,-2.84748,33.09533,5108,Moderate
101903-3,Isesa,Mwanza,Misungwi,Dispensary,-2.9855,32.84793,7951,High
103319-0,KOROMIJE,Mwanza,Misungwi,Health Center,-2.69217,33.16429,10274,Very High
100611-3,BUSONGO,Mwanza,Misungwi,Health Center,-3.12152,32.94986,13264,Very High
105285-1,MONDO,Mwanza,Misungwi,Dispensary,-2.84133,33.26139,6671,High
114342-9,MAMAYE,Mwanza,Misungwi,Dispensary,-2.73818,33.10621,4869,Moderate
104009-6,MAHANDO,Mwanza,Misungwi,Dispensary,-3.24642,32.80489,5957,High
108054-8,UKIRIGURU,Mwanza,Misungwi,Dispensary,-2.71256,33.02576,8881,High
105879-1,MWAMBOLA,Mwanza,Misungwi,Dispensary,-2.79591,33.10359,7999,High
114204-1,NG'HAMVE,Mwanza,Misungwi,Dispensary,-2.98647,32.91851,3383,Low
106640-6,Nyabumhanda,Mwanza,Misungwi,Dispensary,-2.63151,33.02711,8863,High
114127-4,NG'HOBO,Mwanza,Misungwi,Dispensary,-3.103803,33.025939,6459,High
105981-5,MWAWILE,Mwanza,Misungwi,Dispensary,-3.25063,32.89754,8282,High
104574-9,MBARIKA,Mwanza,Misungwi,Health Center,-2.91393,32.83813,5657,Moderate
114551-5,MASSENGA,Mwanza,Misungwi,Dispensary,-2.68076,32.99184,1765,Very Low
114201-7,SONGIWE,Mwanza,Misungwi,Dispensary,-3.02166,32.97553,9779,Very High
105895-7,Mwanagwa,Mwanza,Misungwi,Dispensary,-2.96202,33.16116,11979,Very High
112800-8,GOSPEL COMMISSION M,Mwanza,Misungwi,Dispensary,-2.842175,33.084601,12122,Very High
100519-8,BUKUMBI CAMP,Mwanza,Misungwi,Dispensary,-2.70619,32.91026,4808,Moderate
101447-1,IBONGOYA,Mwanza,Misungwi,Dispensary,-2.73657,33.12861,7495,High
100477-9,BUHINGO,Mwanza,Misungwi,Dispensary,-3.06333,33.02207,13823,Very High
107384-0,SETH BENJAMIN,Mwanza,Misungwi,Dispensary,-2.66418,32.92411,4667,Moderate
106520-0,NKINGA,Mwanza,Misungwi,Dispensary,-3.23485,32.87719,4868,Moderate
104971-7,Misasi,Mwanza,Misungwi,Health Center,-3.01429,33.08727,21474,Very High
106646-3,Nyahiti,Mwanza,Misungwi,Dispensary,-2.81167,32.98954,9260,Very High
101178-2,GAMBAJIGA,Mwanza,Misungwi,Dispensary,-2.63643,33.15105,10266,Very High
102502-2,Kaunda,Mwanza,Misungwi,Dispensary,-2.75807,32.98291,10271,Very High
110866-1,USAGARA,Mwanza,Misungwi,Dispensary,-2.70012,33.00199,4957,Moderate
100486-0,BUHUNDA,Mwanza,Misungwi,Dispensary,-3.03411,32.88011,6414,High
120964-2,SANJO,Mwanza,Misungwi,Dispensary,-2.67603,33.00369,4560,Moderate
121728-0,NHUNDULU,Mwanza,Misungwi,Health Center,-3.25997,32.88551,11863,Very High
103612-8,LUBIRI,Mwanza,Misungwi,Dispensary,-3.11933,32.79222,9706,Very High
101570-0,IGONGWA,Mwanza,Misungwi,Dispensary,-2.94176,32.94291,5661,Moderate
121724-9,KWIMWA,Mwanza,Misungwi,Dispensary,-2.937396,32.895103,5471,Moderate
106427-8,NGUGE,Mwanza,Misungwi,Dispensary,-2.84265,33.15975,6623,High
124182-7,GOOD NEWS,Mwanza,Misungwi,Dispensary,-2.68007,32.99532,726,Very Low
102343-1,KANYERERE,Mwanza,Misungwi,Dispensary,-2.66868,33.09776,11201,Very High
105811-4,Mwagala,Mwanza,Misungwi,Dispensary,-2.71785,33.06595,6829,High
105940-1,MWANIKO,Mwanza,Misungwi,Dispensary,-2.87447,33.22194,7213,High
111869-4,MATALE,Mwanza,Misungwi,Dispensary,-2.914799,32.996973,12230,Very High
113781-9,NGELEKA,Mwanza,Misungwi,Dispensary,-2.641856,33.012973,3536,Low
106693-5,NYAMAINZA,Mwanza,Misungwi,Dispensary,-3.02828,32.93758,11874,Very High
101554-4,IGOKELO,Mwanza,Misungwi,Dispensary,-2.82012,33.04992,10713,Very High
123954-0,CHICCO  DENTAL,Mwanza,Misungwi,Clinic,-2.64837,32.96423,10505,Very High
114552-3,NYANZA,Mwanza,Misungwi,Dispensary,-2.677991,32.995161,3329,Low
114207-4,Mwagimagi,Mwanza,Misungwi,Dispensary,-3.075227,32.864413,9212,Very High
114386-6,ERICK,Mwanza,Misungwi,Health Laboratory,-2.68543,33.00211,4693,Moderate
102760-6,KIJIMA,Mwanza,Misungwi,Dispensary,-3.08201,33.132,8350,High
111870-2,IHELELE,Mwanza,Misungwi,Dispensary,-3.033532,32.778146,4635,Moderate
107665-2,SUMBUGU,Mwanza,Misungwi,Dispensary,-2.86505,32.95206,5462,Moderate
114206-6,LUTALUTALE,Mwanza,Misungwi,Dispensary,-2.89094,32.86166,4090,Moderate
105878-3,Mwamboku,Mwanza,Misungwi,Dispensary,-3.16611,33.01912,5523,Moderate
114208-2,ISENENGEJA,Mwanza,Misungwi,Dispensary,-3.21446,32.84751,5648,Moderate
110864-6,MBALAMA,Mwanza,Misungwi,Dispensary,-2.99217,32.8962,4206,Moderate
121768-6,MISUNGWI-ITEJA,Mwanza,Misungwi,Hospital,-2.87021,33.10692,8967,High
113639-9,KMT,Mwanza,Misungwi,Dispensary,-2.843056,33.085209,6504,High
106769-3,NYANG'HOMANGO,Mwanza,Misungwi,Dispensary,-3.01248,32.8225,6454,High
114199-3,MWAMAGUHWA,Mwanza,Misungwi,Dispensary,-3.07586,33.15691,5785,Moderate
101477-8,USAGARA,Mwanza,Misungwi,Health Center,-2.68465,32.98506,3632,Low
114549-9,MAYOLWA,Mwanza,Misungwi,Dispensary,-2.68242,32.95388,4986,Moderate
100454-8,Bugisha,Mwanza,Misungwi,Dispensary,-2.85514,32.88467,6583,High
105815-5,MWAGILIGILI,Mwanza,Misungwi,Dispensary,-3.1739,32.92268,12501,Very High
101875-3,ISAMILO,Mwanza,Misungwi,Dispensary,-2.73179,32.94381,8591,High
106724-8,NYAMIJUNDU,Mwanza,Misungwi,Dispensary,-2.96011,32.99308,11319,Very High
106611-7,NTULYA,Mwanza,Misungwi,Dispensary,-2.86937,33.27817,6517,High
113350-3,USAGARA,Mwanza,Misungwi,Health Laboratory,-2.682824,32.996188,2850,Low
105873-4,MWAMAZENGO,Mwanza,Misungwi,Dispensary,-3.17018,32.84866,8652,High
100520-6,BUKUMBI,Mwanza,Misungwi,Hospital,-2.71405,32.92137,6761,High
104874-3,MIGANGA,Singida,Mkalama,Dispensary,-4.20287,34.71334,7694,High
105918-7,ST AGNES,Singida,Mkalama,Health Center,-4.27823,34.19019,7101,High
111131-9,SAMARIA,Singida,Mkalama,Dispensary,-4.27169,34.87536,16461,Very High
111030-3,KINAMPUNDU,Singida,Mkalama,Dispensary,-4.41726,34.79953,9461,Very High
103801-7,LYELEMBO,Singida,Mkalama,Dispensary,-4.47234,34.59218,6426,High
113148-1,MILADE,Singida,Mkalama,Dispensary,-4.60249,34.58725,7030,High
105473-3,MSINGI,Singida,Mkalama,Dispensary,-4.34113,34.55121,4326,Moderate
101578-3,IGUGUNO R.C,Singida,Mkalama,Dispensary,-4.56667,34.6333,3577,Low
121928-6,MSIU,Singida,Mkalama,Dispensary,-4.24019,34.78574,6305,High
113151-5,KIDARAFA,Singida,Mkalama,Dispensary,-4.21564,34.92171,12144,Very High
106524-2,NKINTO,Singida,Mkalama,Dispensary,-4.13318,34.75158,9294,Very High
103049-3,KIRUMI,Singida,Mkalama,Dispensary,-4.07651,34.71815,6675,High
106232-2,NDALA,Singida,Mkalama,Dispensary,-4.36167,34.64471,2723,Low
102971-9,KINYAMBULI,Singida,Mkalama,Health Center,-4.19891,34.78511,7695,High
111029-5,DOMINIC,Singida,Mkalama,Dispensary,-4.1418,34.88389,8001,High
102975-0,KINYANGIRI,Singida,Mkalama,Health Center,-4.45092,34.62766,3669,Low
101541-1,IGONIA,Singida,Mkalama,Dispensary,-4.09541,34.58298,4210,Moderate
114060-7,ILUNDA,Singida,Mkalama,Dispensary,-4.45234,34.42331,9354,Very High
105689-4,MUNGULI,Singida,Mkalama,Dispensary,-4.02106,34.83491,7589,High
101095-8,ENDASIKU,Singida,Mkalama,Dispensary,-3.93087,34.68995,3764,Low
104317-3,MARERA,Singida,Mkalama,Dispensary,-4.185471,34.884491,5743,Moderate
